,Date,Team,Acquired,Relinquished,Notes,Injury Type
3870,2013-12-15,Rockets,,Omer Asik,bruised right thigh (DNP),bruise
3871,2013-12-16,76ers,,Michael Carter-Williams,skin infection (DNP),illness
3872,2013-12-16,Bulls,,Kirk Hinrich,sore back (DNP),back
3873,2013-12-16,Clippers,,Matt Barnes,recovering from surgery on left eye (DNP),face
3874,2013-12-16,Knicks,,Kenyon Martin,strained abdominal muscle (DNP),core
3875,2013-12-16,Knicks,,Pablo Prigioni,fractured right toe (out indefinitely),foot
3876,2013-12-16,Knicks,,Raymond Felton,strained left hamstring (DNP),hamstring
3877,2013-12-16,Lakers,,Jordan Farmar,torn left hamstring (DNP),hamstring
3878,2013-12-16,Lakers,,Steve Blake,torn ligament in right elbow (DNP),arm
3879,2013-12-16,Nets,,Brook Lopez,sprained left ankle (DNP),ankle
3880,2013-12-16,Timberwolves,,Kevin Martin,sore left knee (DNP),knee
3881,2013-12-17,Grizzlies,,Mike Conley Jr.,bruised left thigh (DNP),bruise
3882,2013-12-17,Lakers,,Jordan Farmar,torn left hamstring (DNP),hamstring
3883,2013-12-17,Lakers,,Steve Blake,torn ligament in right elbow (DNP),arm
3884,2013-12-17,Pelicans,,Tyreke Evans,sprained left ankle (DNP),ankle
3885,2013-12-18,Bucks,,Caron Butler,sore left knee (DNP),knee
3886,2013-12-18,Bucks,,Gary Neal,left foot injury (DNP),foot
3887,2013-12-18,Bucks,,Zaur Pachulia / Zaza Pachulia,fractured right foot (DNP),foot
3888,2013-12-18,Bulls,,Kirk Hinrich,sore back (DNP),back
3889,2013-12-18,Clippers,,Reggie Bullock,sprained left ankle (DNP),ankle
3890,2013-12-18,Grizzlies,,Mike Conley Jr.,bruised left thigh (DNP),bruise
3891,2013-12-18,Grizzlies,,Tayshaun Prince,sore left knee (DNP),knee
3892,2013-12-18,Hawks,,Cartier Martin,sprained left ankle (DNP),ankle
3893,2013-12-18,Knicks,,Kenyon Martin,strained abdominal muscle (DNP),core
3894,2013-12-18,Knicks,,Raymond Felton,strained left hamstring (DNP),hamstring
3895,2013-12-18,Rockets,,Jeremy Lin,bruised right thigh / back spasms (DNP),bruise
3896,2013-12-18,Wizards,,Glen Rice Jr.,surgery on fractured right wrist,wrist
3897,2013-12-19,Bulls,,Kirk Hinrich,sore back (DNP),back
3898,2013-12-19,Bulls,,Luol Deng,sore left Achilles (DNP),illness
3899,2013-12-19,Lakers,,Kobe Bryant,fractured left tibia (out for season),leg
3900,2013-12-19,Spurs,,Emanuel Ginobili / Manu Ginobili,rest (DNP),rest
3901,2013-12-20,76ers,,Elliot Williams,back injury (DNP),back
3902,2013-12-20,Bucks,,Caron Butler,sore left knee / sore right knee (P) (DNP),knee
3903,2013-12-20,Bucks,,Ersan Ilyasova,sprained right ankle (DNP),ankle
3904,2013-12-20,Bucks,,Gary Neal,left foot injury (DNP),foot
3905,2013-12-20,Bucks,,Zaur Pachulia / Zaza Pachulia,fractured right foot (DNP),foot
3906,2013-12-20,Cavaliers,,Anthony Bennett,illness (DTD),illness
3907,2013-12-20,Cavaliers,,Dion Waiters,right wrist injury (DTD),wrist
3908,2013-12-20,Cavaliers,,Tyler Zeller,sprained right ankle (DNP),ankle
3909,2013-12-20,Hawks,,Cartier Martin,sprained left ankle (DNP),ankle
3910,2013-12-20,Lakers,,Jordan Farmar,torn left hamstring (DNP),hamstring
3911,2013-12-20,Lakers,,Steve Blake,torn ligament in right elbow (DNP),arm
3912,2013-12-20,Nets,,Kevin Garnett,rest (DNP),rest
3913,2013-12-20,Rockets,,Jeremy Lin,back spasms (DNP),back
3914,2013-12-20,Rockets,,Omer Asik,bruised right thigh (DNP),bruise
3915,2013-12-21,Bobcats,,Jeffery Taylor / Jeff Taylor (b),torn right Achilles tendon (DNP),illness
3916,2013-12-21,Bucks,,Ersan Ilyasova,sprained right ankle (DNP),ankle
3917,2013-12-21,Bucks,,Gary Neal,left foot injury (DNP),foot
3918,2013-12-21,Bucks,,John Henson,knee injury (DNP),knee
3919,2013-12-21,Bucks,,Zaur Pachulia / Zaza Pachulia,fractured right foot (DNP),foot
3920,2013-12-21,Bulls,,Jimmy Butler,sprained right ankle (DNP),ankle
3921,2013-12-21,Bulls,,Kirk Hinrich,sore back (DNP),back
3922,2013-12-21,Bulls,,Luol Deng,sore left Achilles (DNP),illness
3923,2013-12-21,Grizzlies,,Tayshaun Prince,sore left knee (DNP),knee
3924,2013-12-21,Knicks,,Metta World Peace / Ron Artest,sore left knee (DNP),knee
3925,2013-12-21,Knicks,,Raymond Felton,strained left hamstring (DNP),hamstring
3926,2013-12-21,Lakers,,Jordan Farmar,torn left hamstring (DNP),hamstring
3927,2013-12-21,Lakers,,Pau Gasol,upper respiratory infection (DNP),illness
3928,2013-12-21,Lakers,,Steve Blake,torn ligament in right elbow (DNP),arm
3929,2013-12-21,Nets,,Brook Lopez,fractured right foot (out for season),foot
3930,2013-12-21,Pelicans,,Jason Smith,bruised right knee (DTD),bruise
3931,2013-12-21,Rockets,,James Harden,sprained left ankle (DNP),ankle
3932,2013-12-21,Rockets,,Jeremy Lin,back spasms (DNP),back
3933,2013-12-21,Rockets,,Omer Asik,bruised right thigh (DNP),bruise
3934,2013-12-21,Rockets,,Patrick Beverley,fractured right hand (out indefinitely),hand/finger
3935,2013-12-21,Spurs,,Kawhi Leonard,dental procedure (DNP),face
3936,2013-12-22,Clippers,,Reggie Bullock,sprained left ankle (DNP),ankle
3937,2013-12-23,Bucks,,Ersan Ilyasova,sprained right ankle (DNP),ankle
3938,2013-12-23,Bucks,,Gary Neal,left foot injury (DNP),foot
3939,2013-12-23,Grizzlies,,Tayshaun Prince,sore left knee (DNP),knee
3940,2013-12-23,Knicks,,Metta World Peace / Ron Artest,sore left knee (DNP),knee
3941,2013-12-23,Lakers,,Jordan Farmar,torn left hamstring (DNP),hamstring
3942,2013-12-23,Lakers,,Steve Blake,torn ligament in right elbow (DNP),arm
3943,2013-12-23,Nuggets,,Kenneth Faried,sprained left ankle (DNP),ankle
3944,2013-12-23,Rockets,,Greg Smith (a),sore right knee (DNP),knee
3945,2013-12-23,Rockets,,James Harden,sprained left ankle (DNP),ankle
3946,2013-12-23,Rockets,,Omer Asik,bruised right thigh (DNP),bruise
3947,2013-12-25,Bulls,,Luol Deng,sore left Achilles (DNP),illness
3948,2013-12-25,Clippers,,Reggie Bullock,sprained left ankle (DNP),ankle
3949,2013-12-25,Knicks,,Carmelo Anthony,sprained left ankle (DNP),ankle
3950,2013-12-25,Knicks,,Metta World Peace / Ron Artest,sore left knee (DNP),knee
3951,2013-12-25,Lakers,,Steve Blake,torn ligament in right elbow (DNP),arm
3952,2013-12-25,Rockets,,Greg Smith (a),sore right knee (DNP),knee
3953,2013-12-25,Rockets,,Omer Asik,bruised right thigh (DNP),bruise
3954,2013-12-26,Mavericks,,Brandan Wright,illness (DNP),illness
3955,2013-12-26,Rockets,,Greg Smith (a),sprained right knee (DNP),knee
3956,2013-12-26,Rockets,,Omer Asik,bruised right thigh (DNP),bruise
3957,2013-12-27,Bobcats,,Jeffery Taylor / Jeff Taylor (b),torn right Achilles tendon (DNP),illness
3958,2013-12-27,Bucks,,Gary Neal,left foot injury (DNP),foot
3959,2013-12-27,Hawks,,Al Horford,torn right pectoral muscle (out for season),face
3960,2013-12-27,Heat,,Chris Andersen,sore back (DNP),back
3961,2013-12-27,Heat,,Ray Allen,right knee tendinitis (DNP),knee
3962,2013-12-27,Knicks,,Carmelo Anthony,sprained left ankle (DNP),ankle
3963,2013-12-27,Lakers,,Pau Gasol,upper respiratory infection (DNP),illness
3964,2013-12-27,Lakers,,Steve Blake,torn ligament in right elbow (DNP),arm
3965,2013-12-27,Mavericks,,Wayne Ellington,illness (DTD),illness
3966,2013-12-27,Nuggets,,Darrell Arthur,bruised/strained right quadriceps (DNP),bruise
3967,2013-12-27,Nuggets,,Kenneth Faried,sprained left ankle (DNP),ankle
3968,2013-12-27,Wizards,,Kevin Seraphin,sore right knee (P) / left knee (CBC) (DNP),knee
3969,2013-12-27,Thunder,,Russell Westbrook,arthroscopic surgery on right knee (out indefinitely),knee
3970,2013-12-27,Pelicans,,Jason Smith,bone bruise in right knee (DNP),bruise
3971,2013-12-28,76ers,,Evan Turner,sore right knee (DNP),knee
3972,2013-12-28,Bobcats,,Jeffery Taylor / Jeff Taylor (b),torn right Achilles tendon (DNP),illness
3973,2013-12-28,Bucks,,Gary Neal,left foot injury (DNP),foot
3974,2013-12-28,Bucks,,John Henson,sprained left ankle (DNP),ankle
3975,2013-12-28,Bulls,,Luol Deng,sore left Achilles (DNP),illness
3976,2013-12-28,Knicks,,Carmelo Anthony,sprained left ankle (DNP),ankle
3977,2013-12-28,Knicks,,Metta World Peace / Ron Artest,sore left knee (DNP),knee
3978,2013-12-28,Mavericks,,Wayne Ellington,illness (DNP),illness
3979,2013-12-28,Nets,,Tyshawn Taylor,hamstring injury (DNP),hamstring
3980,2013-12-28,Nuggets,,Darrell Arthur,bruised/strained right quadriceps (DNP),bruise
3981,2013-12-28,Rockets,,Greg Smith (a),sprained right knee (DNP),knee
3982,2013-12-28,Rockets,,Omer Asik,bruised right thigh (DNP),bruise
3983,2013-12-28,Wizards,,Kevin Seraphin,sore right knee (P) / left knee (CBC) (DNP),knee
3984,2013-12-29,Hawks,,DeMarre Carroll,sprained right thumb (DNP),hand/finger
3985,2013-12-29,Lakers,,Pau Gasol,upper respiratory inflammation (DNP),Misc.
3986,2013-12-29,Lakers,,Steve Blake,torn ligament in right elbow (DNP),arm
3987,2013-12-29,Rockets,,Greg Smith (a),sprained right knee (DNP),knee
3988,2013-12-29,Rockets,,Omer Asik,bruised right thigh (DNP),bruise
3989,2013-12-29,Warriors,,Toney Douglas,food poisoning (DNP),illness
3990,2013-12-30,Bobcats,,Jeffery Taylor / Jeff Taylor (b),torn right Achilles tendon (DNP),illness
3991,2013-12-30,Bulls,,Luol Deng,sore left Achilles (DNP),illness
3992,2013-12-30,Lakers,,Xavier Henry,right knee injury (out indefinitely),knee
3993,2013-12-30,Mavericks,,Wayne Ellington,illness (DNP),illness
3994,2013-12-30,Pistons,,Rodney Stuckey,sore shoulder (DNP),shoulder
3995,2013-12-31,Bucks,,John Henson,sprained left ankle (DNP),ankle
3996,2013-12-31,Hawks,,Al Horford,surgery to repair torn pectoracl muscle (out for season),knee
3997,2013-12-31,Hawks,,DeMarre Carroll,sprained right thumb (DNP),hand/finger
3998,2013-12-31,Lakers,,Steve Blake,nerve root irritation (DNP),Misc.
3999,2013-12-31,Lakers,,Wesley Johnson / Wes Johnson,illness (DNP),illness
4000,2013-12-31,Lakers,,Xavier Henry,bone bruise in right knee (DNP),bruise
4001,2013-12-31,Nets,,Tyshawn Taylor,hamstring injury (DNP),hamstring
4002,2013-12-31,Rockets,,Greg Smith (a),sprained right knee (DNP),knee
4003,2013-12-31,Rockets,,Omer Asik,bruised right thigh (DNP),bruise
4004,2014-01-01,Bobcats,,Jeffery Taylor / Jeff Taylor (b),torn right Achilles tendon (DNP),illness
4005,2014-01-01,Mavericks,,Wayne Ellington,illness (DNP),illness
4006,2014-01-02,Bobcats,,Jeffery Taylor / Jeff Taylor (b),torn right Achilles tendon (DNP),illness
4007,2014-01-02,Bucks,,John Henson,sprained left ankle (DNP),ankle
4008,2014-01-02,Cavaliers,,Kyrie Irving,bruised left knee (DTD),bruise
4009,2014-01-02,Knicks,,Metta World Peace / Ron Artest,sore left knee (DNP),knee
4010,2014-01-02,Magic,,Nikola Vucevic,sprained left ankle (DNP),ankle
4011,2014-01-02,Nets,,Tyshawn Taylor,hamstring injury (DNP),hamstring
4012,2014-01-02,Suns,,Eric Bledsoe,sprained right knee (DTD),knee
4013,2014-01-03,Clippers,,Chris Paul,separated right shoulder (out indefinitely),shoulder
4014,2014-01-03,Knicks,,Kenyon Martin,sore left ankle (DNP),ankle
4015,2014-01-03,Knicks,,Metta World Peace / Ron Artest,sore left knee (DNP),knee
4016,2014-01-03,Lakers,,Jordan Farmar,torn left hamstring (DNP),hamstring
4017,2014-01-03,Lakers,,Steve Blake,torn ligament in right elbow (DNP),arm
4018,2014-01-03,Lakers,,Xavier Henry,bone bruise in right knee (DNP),bruise
4019,2014-01-03,Mavericks,,Wayne Ellington,illness (DNP),illness
4020,2014-01-03,Rockets,,Omer Asik,bruised right thigh (DNP),bruise
4021,2014-01-04,Bobcats,,Jeffery Taylor / Jeff Taylor (b),torn right Achilles tendon (DNP),illness
4022,2014-01-04,Bucks,,John Henson,sprained left ankle (DNP),ankle
4023,2014-01-04,Bulls,,Carlos Boozer,sore/bruised right knee (DNP),bruise
4024,2014-01-04,Clippers,,Chris Paul,separated right shoulder (DNP),shoulder
4025,2014-01-04,Magic,,Nikola Vucevic,sprained left ankle (DNP),ankle
4026,2014-01-04,Nets,,Brook Lopez,surgery on right foot to repair fracture (out for season),foot
4027,2014-01-04,Timberwolves,,Luc Richard Mbah a Moute / Luc Mbah a Moute,strained left groin (DNP),groin
4028,2014-01-05,Cavaliers,,Jarrett Jack,back spasms (DNP),back
4029,2014-01-05,Grizzlies,,Tony Allen,hand injury (DNP),hand/finger
4030,2014-01-05,Knicks,,Metta World Peace / Ron Artest,sore left knee (DNP),knee
4031,2014-01-05,Lakers,,Jordan Farmar,torn left hamstring (DNP),hamstring
4032,2014-01-05,Lakers,,Steve Blake,torn ligament in right elbow (DNP),arm
4033,2014-01-05,Lakers,,Xavier Henry,bone bruise in right knee (DNP),bruise
4034,2014-01-05,Pistons,,Rodney Stuckey,sore shoulder (DNP),shoulder
4035,2014-01-06,76ers,,Tony Wroten Jr.,flu (DNP),illness
4036,2014-01-06,Magic,,Ronnie Price,sinus infection (DNP),illness
4037,2014-01-06,Nets,,Deron Williams,sprained left ankle (DNP),ankle
4038,2014-01-06,Timberwolves,,Luc Richard Mbah a Moute / Luc Mbah a Moute,strained left groin (DNP),groin
4039,2014-01-07,76ers,,Tony Wroten Jr.,flu (DNP),illness
4040,2014-01-07,Bobcats,,Jeffery Taylor / Jeff Taylor (b),torn right Achilles tendon (DNP),illness
4041,2014-01-07,Bucks,,John Henson,sprained left ankle (DNP),ankle
4042,2014-01-07,Bulls,,Carlos Boozer,sore right knee (DNP),knee
4043,2014-01-07,Celtics,,Kris Humphries,sprained left ankle (DNP),ankle
4044,2014-01-07,Grizzlies,,Tony Allen,hand injury (DNP),hand/finger
4045,2014-01-07,Heat,,Mario Chalmers,right Achilles injury (DNP),illness
4046,2014-01-07,Jazz,,Andris Biedrins,flu (DNP),illness
4047,2014-01-07,Knicks,,Tyson Chandler,upper respiratory infection (DNP),illness
4048,2014-01-07,Lakers,,Jordan Farmar,torn left hamstring (DNP),hamstring
4049,2014-01-07,Lakers,,Steve Blake,torn ligament in right elbow (DNP),arm
4050,2014-01-07,Lakers,,Xavier Henry,bone bruise in right knee (DNP),bruise
4051,2014-01-07,Pistons,,Rodney Stuckey,sore shoulder (DNP),shoulder
4052,2014-01-07,Spurs,,Tiago Splitter,sprained/separated right shoulder (DNP),shoulder
4053,2014-01-07,Thunder,,Serge Ibaka,flu (DNP),illness
4054,2014-01-08,Lakers,,Jordan Farmar,torn left hamstring (DNP),hamstring
4055,2014-01-08,Lakers,,Steve Blake,torn ligament in right elbow (DNP),arm
4056,2014-01-08,Lakers,,Xavier Henry,bone bruise in right knee (DNP),bruise
4057,2014-01-08,Magic,,Nikola Vucevic,concussion (DNP),head
4058,2014-01-08,Magic,,Ronnie Price,sinus infection (DNP),illness
4059,2014-01-08,Nets,,Deron Williams,sprained left ankle (DNP),ankle
4060,2014-01-08,Rockets,,Chandler Parsons,sore right knee (DNP),knee
4061,2014-01-08,Rockets,,Greg Smith (a),sprained/sore right / left (CBC) knee (DNP),knee
4062,2014-01-08,Rockets,,Omer Asik,bruised right thigh (DNP),bruise
4063,2014-01-08,Spurs,,Emanuel Ginobili / Manu Ginobili,tightness in left hamstring (DNP),hamstring
4064,2014-01-08,Spurs,,Tiago Splitter,sprained right shoulder (DNP),shoulder
4065,2014-01-09,Heat,,Mario Chalmers,strained right Achilles (DNP),illness
4066,2014-01-09,Knicks,,Beno Udrih,left knee injury (DNP),knee
4067,2014-01-09,Knicks,,Tyson Chandler,upper respiratory infection (DNP),illness
4068,2014-01-09,Nuggets,,Wilson Chandler,strained left hip (DNP),hip
4069,2014-01-10,76ers,,Lavoy Allen,strained right calf (DNP),calf
4070,2014-01-10,Bobcats,,Jeffery Taylor / Jeff Taylor (b),torn right Achilles tendon (DNP),illness
4071,2014-01-10,Bucks,,John Henson,sprained left ankle (DNP),ankle
4072,2014-01-10,Grizzlies,,Tony Allen,hand injury (DNP),hand/finger
4073,2014-01-10,Heat,,Dwyane Wade,knee injury / rest (DNP),knee
4074,2014-01-10,Heat,,Mario Chalmers,strained right Achilles (DNP),illness
4075,2014-01-10,Jazz,,Gordon Hayward,strained left hip flexor (DNP),hip
4076,2014-01-10,Lakers,,Jordan Farmar,torn left hamstring (DNP),hamstring
4077,2014-01-10,Lakers,,Steve Blake,torn ligament in right elbow (DNP),arm
4078,2014-01-10,Lakers,,Xavier Henry,bone bruise in right knee (DNP),bruise
4079,2014-01-10,Magic,,Nikola Vucevic,concussion (DNP),head
4080,2014-01-10,Magic,,Ronnie Price,sinus infection (DNP),illness
4081,2014-01-10,Mavericks,,Wayne Ellington,illness (DNP),illness
4082,2014-01-10,Nets,,Deron Williams,sprained left ankle (DNP),ankle
4083,2014-01-10,Pelicans,,Jrue Holiday,stress fracture in right ankle/tibia (DNP),ankle
4084,2014-01-10,Rockets,,Chandler Parsons,sore right knee (DNP),knee
4085,2014-01-10,Rockets,,Omer Asik,bruised right thigh (DNP),bruise
4086,2014-01-10,Suns,,Eric Bledsoe,arthroscopic surgery on right knee to repair meniscus cartilage,knee
4087,2014-01-11,76ers,,Lavoy Allen,strained right calf (DNP),calf
4088,2014-01-11,Bobcats,,Jeffery Taylor / Jeff Taylor (b),torn right Achilles tendon (DNP),illness
4089,2014-01-11,Bucks,,John Henson,sprained left ankle (DNP),ankle
4090,2014-01-11,Bulls,,Jimmy Butler,bruised thigh (DNP),bruise
4091,2014-01-11,Knicks,,Beno Udrih,inflammation (DNP),Misc.
4092,2014-01-11,Knicks,,Tyson Chandler,upper respiratory infection (DNP),illness
4093,2014-01-11,Magic,,Arron Afflalo,sprained right foot (DNP),foot
4094,2014-01-11,Magic,,Nikola Vucevic,concussion (DNP),head
4095,2014-01-11,Magic,,Ronnie Price,sinus infection (DNP),illness
4096,2014-01-11,Mavericks,,Wayne Ellington,illness (DNP),illness
4097,2014-01-11,Nets,,Kevin Garnett,rest (DNP),rest
4098,2014-01-11,Nuggets,,Anthony Randolph,sprained left ankle (DNP),ankle
4099,2014-01-11,Nuggets,,Wilson Chandler,strained left hip (DNP),hip
4100,2014-01-11,Pelicans,,Jrue Holiday,stress fracture in right ankle/tibia (DNP),ankle
4101,2014-01-11,Pelicans,,Tyreke Evans,sore left ankle (DNP),ankle
4102,2014-01-11,Rockets,,Chandler Parsons,sore right knee (DNP),knee
4103,2014-01-11,Rockets,,Omer Asik,bruised right thigh (DNP),bruise
4104,2014-01-12,Grizzlies,,Tony Allen,hand injury (DNP),hand/finger
4105,2014-01-12,Hawks,,Pero Antic,back spasms (DNP),back
4106,2014-01-12,Spurs,,Emanuel Ginobili / Manu Ginobili,tightness in left hamstring (DNP),hamstring
4107,2014-01-13,Jazz,,Andris Biedrins,flu (DTD),illness
4108,2014-01-13,Knicks,,Tyson Chandler,upper respiratory infection (DNP),illness
4109,2014-01-13,Magic,,Arron Afflalo,sprained right foot (DNP),foot
4110,2014-01-13,Magic,,Nikola Vucevic,concussion (DNP),head
4111,2014-01-13,Magic,,Ronnie Price,sinus infection (DNP),illness
4112,2014-01-13,Nuggets,,Anthony Randolph,sprained left ankle (DNP),ankle
4113,2014-01-13,Nuggets,,Darrell Arthur,strained left groin (DNP),groin
4114,2014-01-13,Pelicans,,Jrue Holiday,stress fracture in right ankle/tibia (DNP),ankle
4115,2014-01-13,Pelicans,,Tyreke Evans,sprained left ankle (DNP),ankle
4116,2014-01-13,Rockets,,Omer Asik,bruised right thigh (DNP),bruise
4117,2014-01-13,Spurs,,Danny Green,fractured left index finger (DNP),hand/finger
4118,2014-01-13,Mavericks,,Shawn Marion,bruised right shoulder (DNP),bruise
4119,2014-01-14,Grizzlies,,Tony Allen,hand injury (DNP),hand/finger
4120,2014-01-14,Lakers,,Jordan Farmar,torn left hamstring (DNP),hamstring
4121,2014-01-14,Lakers,,Steve Blake,torn ligament in right elbow (DNP),arm
4122,2014-01-14,Lakers,,Xavier Henry,bone bruise in right knee (DNP),bruise
4123,2014-01-15,76ers,,Lavoy Allen,strained right calf (DNP),calf
4124,2014-01-15,Grizzlies,,Tony Allen,hand injury (DNP),hand/finger
4125,2014-01-15,Lakers,,Jordan Farmar,torn left hamstring (DNP),hamstring
4126,2014-01-15,Lakers,,Steve Blake,torn ligament in right elbow (DNP),arm
4127,2014-01-15,Lakers,,Xavier Henry,bone bruise in right knee (DNP),bruise
4128,2014-01-15,Magic,,Arron Afflalo,sprained right foot (DNP),foot
4129,2014-01-15,Magic,,Nikola Vucevic,concussion (DNP),head
4130,2014-01-15,Nuggets,,Darrell Arthur,strained left groin (DNP),groin
4131,2014-01-15,Pelicans,,Jrue Holiday,stress fracture in right ankle/tibia (DNP),ankle
4132,2014-01-15,Pelicans,,Tyreke Evans,sprained left ankle (DNP),ankle
4133,2014-01-15,Rockets,,Aaron Brooks,tendinitis in knee (DNP),knee
4134,2014-01-15,Rockets,,Omer Asik,bruised right thigh (DNP),bruise
4135,2014-01-15,Suns,,Leandro Barbosa,sprained right shoulder (DNP),shoulder
4136,2014-01-16,Rockets,,Greg Smith (a),sore right knee (DNP),knee
4137,2014-01-16,Rockets,,Omer Asik,bruised right thigh (DNP),bruise
4138,2014-01-17,76ers,,Lavoy Allen,left calf injury (P) / strained right calf (CBC) (DNP),calf
4139,2014-01-17,Grizzlies,,Tony Allen,hand injury (DNP),hand/finger
4140,2014-01-17,Heat,,Greg Oden,knee injury (DNP),knee
4141,2014-01-17,Knicks,,Amare Stoudemire / Amar'e Stoudemire,sprained left ankle (DNP),ankle
4142,2014-01-17,Knicks,,Kenyon Martin,sprained left ankle (DNP),ankle
4143,2014-01-17,Lakers,,Jordan Farmar,torn left hamstring (DNP),hamstring
